iter	Logloss	Accuracy
884	0.2826758853	0.9034792368
885	0.2825809109	0.9034792368
886	0.2824199767	0.9034792368
887	0.2822757385	0.9034792368
888	0.2822529806	0.9034792368
889	0.2819365054	0.9034792368
890	0.2818421702	0.9034792368
891	0.2815417463	0.9034792368
892	0.2814957892	0.9034792368
893	0.2813202941	0.9034792368
894	0.2812415626	0.9034792368
895	0.2812067565	0.9034792368
896	0.2811667173	0.9034792368
897	0.2810428238	0.9034792368
898	0.2809180793	0.9034792368
899	0.2807575318	0.9034792368
900	0.2806509706	0.9034792368
901	0.2805835051	0.9034792368
902	0.2804779795	0.9034792368
903	0.2800722039	0.9034792368
904	0.2799495818	0.9023569024
905	0.2799117812	0.9034792368
906	0.2797627266	0.9034792368
907	0.2796091687	0.9023569024
908	0.2795072197	0.9023569024
909	0.2793944405	0.9034792368
910	0.2793437171	0.9034792368
911	0.2793125778	0.9023569024
912	0.2792811873	0.9023569024
913	0.2792445776	0.9023569024
914	0.2791036926	0.9023569024
915	0.2789062766	0.9023569024
916	0.2786914935	0.9023569024
917	0.2786278627	0.9023569024
918	0.2786001135	0.9023569024
919	0.278449352	0.9023569024
920	0.2783865954	0.9023569024
921	0.2781195879	0.9023569024
922	0.2779988842	0.9034792368
923	0.2779632658	0.9034792368
924	0.2779228088	0.9023569024
925	0.2778430777	0.9034792368
926	0.2777308794	0.9034792368
927	0.2776944746	0.9034792368
928	0.2775883954	0.9023569024
929	0.2771345562	0.9034792368
930	0.2771278159	0.9034792368
931	0.2767755372	0.9023569024
932	0.2767278678	0.9023569024
933	0.2767050038	0.9023569024
934	0.2766334729	0.9023569024
935	0.2764917622	0.9023569024
936	0.2764736337	0.9023569024
937	0.2761863211	0.9023569024
938	0.2761487215	0.9023569024
939	0.2760770745	0.9023569024
940	0.2759391328	0.9023569024
941	0.2758410198	0.9034792368
942	0.2758296778	0.9034792368
943	0.2756926358	0.9023569024
944	0.2755808568	0.9023569024
945	0.2755159956	0.9023569024
946	0.275492443	0.9023569024
947	0.275400057	0.9023569024
948	0.2753552102	0.9023569024
949	0.275301153	0.9023569024
950	0.2752534191	0.9023569024
951	0.2752070695	0.9034792368
952	0.2751544869	0.9034792368
953	0.2749349873	0.9034792368
954	0.2747002134	0.9034792368
955	0.2746043955	0.9034792368
956	0.2745825047	0.9034792368
957	0.2744943733	0.9034792368
958	0.2744473901	0.9034792368
959	0.2743360891	0.9034792368
960	0.2743035354	0.9034792368
961	0.2742118873	0.9034792368
962	0.2740046681	0.9034792368
963	0.27386874	0.9034792368
964	0.2737243858	0.9034792368
965	0.2735816759	0.9034792368
966	0.27347644	0.9034792368
967	0.2733325214	0.9034792368
968	0.2732270285	0.9034792368
969	0.2729803315	0.9034792368
970	0.2729465386	0.9034792368
971	0.2729238687	0.9034792368
972	0.2728737502	0.9034792368
973	0.2727699685	0.9034792368
974	0.2727469714	0.9034792368
975	0.2726967049	0.9034792368
976	0.2726339039	0.9034792368
977	0.2725758543	0.9034792368
978	0.2723800913	0.9034792368
979	0.2722883818	0.9034792368
980	0.2722015954	0.9034792368
981	0.2720502489	0.9057239057
982	0.2719054291	0.9057239057
983	0.2719037495	0.9057239057
984	0.2718629727	0.9057239057
985	0.2718118645	0.9057239057
986	0.2717750176	0.9057239057
987	0.2716142626	0.9057239057
988	0.2715382358	0.9057239057
989	0.2713842159	0.9057239057
990	0.271276753	0.9057239057
991	0.2712476677	0.9057239057
992	0.2709567732	0.9057239057
993	0.270922233	0.9057239057
994	0.2707723222	0.9057239057
995	0.2707452127	0.9057239057
996	0.2706910584	0.9057239057
997	0.2706762663	0.9057239057
998	0.2706298618	0.9057239057
999	0.27060207	0.9057239057
